usageID	sense	context	indices_target_token	indices_target_sentence	lemma
PROCESSED_swe_news_2022_1M-sentences.json-867-13:13	['euro..0-0']	Åbo stad ökar sin lånebörda och planerar för årliga investeringar om 200–250 miljoner euro under den kommande planeringsperioden 2023–2026.	86:90	0:139	euro
PROCESSED_swe_news_2022_1M-sentences.json-89-15:15	['film..0-1']	”7 dagar i maj” lyfter fram ett närmast metafysiskt resonemang som finns i bakgrunden i filmerna om kapprustningens risker.	88:96	0:123	film
PROCESSED_swe_news_2022_1M-sentences.json-891-16:16	['utomhus..0-0', 'utomhus..0-1']	Åbo stads stadsmiljöenhet har 700 000 euro per år att använda för att renovera stadens idrottsplatser utomhus under åren 2023–2026.	102:109	0:131	utomhus
PROCESSED_swe_news_2022_1M-sentences.json-893-4:4	['egendom..0-0']	Åbo stads utredning om egendoms- och personalöverlåtelsen till Egentliga Finlands välfärdsområde är nu klar.	23:32	0:108	egendom
PROCESSED_swe_news_2022_1M-sentences.json-894-12:12	['avsnitt..0-0']	Åbo stad testade i fjol en så kallade sommargata på ett avsnitt av Kristinegatan.	56:63	0:81	avsnitt
PROCESSED_swe_news_2022_1M-sentences.json-898-24:24	['anläggning..0-0']	Åbo stad vill ta sig ur Fennovoimas kärnkraftsprojekt Hanhikivi 1, om Rosatom eller någon annan rysk aktör är delaktig i projektet eller leverantör för anläggningen.	152:164	0:165	anläggning
PROCESSED_swe_news_2022_1M-sentences.json-9-4:4	['examen..0-0']	• 130 000 personer tar examen på IT-utbildningarna i Filippinernas huvudstad Manilla, varje år.	23:29	0:95	examen
PROCESSED_swe_news_2022_1M-sentences.json-901-2:2	['antal..0-0']	Åbo steg antalet med 548, i Pargas med tolv och i Kimitoön med åtta.	9:16	0:68	antal
PROCESSED_swe_news_2022_1M-sentences.json-905-7:7	['psalm..0-0', 'psalm..0-1']	Åbo svenska församling arrangerar en regnbågsmässa där psalmerna byts ut mot schlager.	55:64	0:86	psalm
PROCESSED_swe_news_2022_1M-sentences.json-906-3:3	['inhibera..0-0']	Åbo Svenska Teater inhiberar flera av sina planerade premiärer i januari.	19:28	0:73	inhibera
PROCESSED_swe_news_2022_1M-sentences.json-906-8:8	['premiär..0-0']	Åbo Svenska Teater inhiberar flera av sina planerade premiärer i januari.	53:62	0:73	premiär
PROCESSED_swe_news_2022_1M-sentences.json-910-13:13	['oväntad..0-0']	Åbo trafikcentral meddelade för sin del att åfärjan Föri skulle trafikera en något oväntad rutt – till Mariehamn.	83:90	0:113	oväntad
PROCESSED_swe_news_2022_1M-sentences.json-912-8:8	['morse..0-0']	Åbo trafikcentral rapporterade om olyckan vid 8.30-tiden i morse.	59:64	0:65	morse
PROCESSED_swe_news_2022_1M-sentences.json-914-3:3	['reportage..0-0']	Åbo Underrättelsers nyheter, reportage och artiklar på webben.	29:38	0:62	reportage
PROCESSED_swe_news_2022_1M-sentences.json-915-7:7	['medel..0-0', 'medel..0-2']	Åbo ungdomsfullmäktige beslutar årligen om fördelningen av medel för verksamhetsprojekt som planeras och genomförs av ungdomar.	59:64	0:127	medel
PROCESSED_swe_news_2022_1M-sentences.json-923-18:18	['forskning..0-0', 'forskning..0-2']	Åbo universitets professor Ilari E. Sääksjärvi vill att Åbo Akademi och Åbo universitet i framtiden samarbetar mer kring forskningen i skärgården.	121:132	0:146	forskning
PROCESSED_swe_news_2022_1M-sentences.json-930-18:18	['målvakt..0-0']	Abraham är en av Örgrytes meriterade värvningar inför året, Nicklas Bärkroth är en annan tillsammans med allsvenskt meriterade målvakten Sixten Mohlin.	127:136	0:151	målvakt
PROCESSED_swe_news_2022_1M-sentences.json-937-25:25	['hänvisa..0-2']	Abramovich skapade Kinoprime för att stödja de bästa ryska filmerna de senaste åren och det här är verkligen inte propagandafilmer, snarare tvärtom, sa Serebrennikov och hänvisade även till den ukrainska presidenten.	170:179	0:216	hänvisa
PROCESSED_swe_news_2022_1M-sentences.json-937-9:9	['film..0-1']	Abramovich skapade Kinoprime för att stödja de bästa ryska filmerna de senaste åren och det här är verkligen inte propagandafilmer, snarare tvärtom, sa Serebrennikov och hänvisade även till den ukrainska presidenten.	59:67	0:216	film
PROCESSED_swe_news_2022_1M-sentences.json-94-20:20	['land..0-0']	• 880 människorättsförsvarare och journalister sattes i säkerhet i Afghanistan, och 500 afghanska journalister och mediearbetare kunde sättas i säkerhet i landet.	155:161	0:162	land
PROCESSED_swe_news_2022_1M-sentences.json-941-23:23	['samla..0-0']	Abramovitj har ägt Londonklubben i 19 år och under hans tid har laget vunnit Premier League fem gånger, Champions League två gånger och samlat ihop totalt 21 olika turneringssegrar.	136:142	0:181	samla
PROCESSED_swe_news_2022_1M-sentences.json-955-7:7	['samband..0-0']	Abramovitj, som gjorde sig en förmögenhet i samband med omstridda privatiseringar i Ryssland under 1990-talet, har medborgarskap i Israel, men även i EU-landet Portugal.	44:51	0:169	samband
PROCESSED_swe_news_2022_1M-sentences.json-960-7:7	['snuva..0-3']	Abris och Ros spekulerar att Luleå kan snuva SHL-rivalen på stjärnan: ”En fräckis – slänger upp 270 000 kronor i månadslön…”	39:44	0:124	snuva
PROCESSED_swe_news_2022_1M-sentences.json-961-4:4	['final..0-0', 'final..0-2']	Abris tar tempen på finalen mellan Luleå och Brynäs och kommer med guldtips.	20:27	0:76	final
PROCESSED_swe_news_2022_1M-sentences.json-961-5:5	['mellan..0-3']	Abris tar tempen på finalen mellan Luleå och Brynäs och kommer med guldtips.	28:34	0:76	mellan
PROCESSED_swe_news_2022_1M-sentences.json-965-22:22	['våldtäkt..0-0']	Abrupt klipp till tv-stjärnan AJ Gilbride (), som kör obekymrat längs kusten när han får reda på att en kollega anklagar honom för våldtäkt, vilket för honom till huset i Detroit som han nu måste sälja för att betala sina rättegångskostnader.	131:139	0:242	våldtäkt
PROCESSED_swe_news_2022_1M-sentences.json-967-5:5	['fart..0-1']	Absintförsäljningen i Sverige har tagit fart – både i cocktailbarerna och på Systembolaget.	40:44	0:91	fart
PROCESSED_swe_news_2022_1M-sentences.json-968-18:18	['storkök..0-0']	Absolent Air Care Group är en global koncern som utvecklar lösningar för rening av processluft i industrier och storkök.	112:119	0:120	storkök
PROCESSED_swe_news_2022_1M-sentences.json-972-4:4	['händelse..0-0', 'händelse..0-3']	”Absolut, det var en händelse som triggade”	21:29	0:43	händelse
PROCESSED_swe_news_2022_1M-sentences.json-973-2:2	['dålig..0-0', 'dålig..0-2']	Absolut för dåligt, vi är inte med alls, så det är tur att vi bara ligger under med 0–1, säger Brynäs Johan Larsson till C More efter första perioden.	12:18	0:150	dålig
PROCESSED_swe_news_2022_1M-sentences.json-978-2:2	['dålig..0-0']	Absolut inte dålig, men ”Flykt” är kategorins överlägset bästa film (även om jag tycker att den mer förtjänar att belönas som dokumentär) och ”Familjen Mitchell mot maskinerna” är både mer underhållande och har en intressantare stil.	13:18	0:233	dålig
PROCESSED_swe_news_2022_1M-sentences.json-978-9:9	['film..0-1']	Absolut inte dålig, men ”Flykt” är kategorins överlägset bästa film (även om jag tycker att den mer förtjänar att belönas som dokumentär) och ”Familjen Mitchell mot maskinerna” är både mer underhållande och har en intressantare stil.	63:67	0:233	film
PROCESSED_swe_news_2022_1M-sentences.json-995-11:11	['vård..0-0']	Absolut, men vi som är överviktiga måste ju kunna få annan vård också, säger Ellenor.	59:63	0:85	vård
PROCESSED_swe_news_2022_1M-sentences.json-999-6:6	['tillverkning..0-0']	Absolut skapar vindkraftverk jobb under dess tillverkning och uppförande.	45:57	0:73	tillverkning
